"DataValue","LocationAbbr","Topic","YearEnd","YearStart","Percent"
572,"NM","Alcohol",2016,2016,0.00306106645628791
2021,"CA","Alcohol",2016,2016,0.000939055428167155
33.6,"CA","Alcohol",2016,2016,1.5612203061067e-05
14.2,"NV","Alcohol",2016,2016,1.54942302650807e-05
1053,"NY","Alcohol",2016,2016,0.000184331865965904
72.6,"WA","Alcohol",2016,2016,6.14569715997091e-05
160,"NM","Alcohol",2016,2016,0.000856242365395221
77.7,"MA","Alcohol",2016,2016,5.27228670399251e-05
8.7,"MN","Alcohol",2016,2016,7.27925307366669e-06
10.8,"FL","Alcohol",2016,2016,1.40693533322278e-06
43,"CT","Alcohol",2016,2016,0.00013775893192873
10,"NY","Alcohol",2016,2016,1.7505400376629e-06
7.3,"DC","Alcohol",2016,2016,4.7527570222636e-05
9.4,"IL","Alcohol",2016,2016,9.17725866321258e-06
283,"MD","Alcohol",2016,2016,0.000153830960582268
51.2,"NJ","Alcohol",2016,2016,1.91047470031303e-05
376,"LA","Alcohol",2016,2016,0.000869951867136507
15.3,"AK","Alcohol",2016,2016,0.000200925570865004
17.1,"AZ","Alcohol",2016,2016,9.04306971369605e-06
7.6,"NJ","Alcohol",2016,2016,2.83586088327716e-06
50.1,"AR","Alcohol",2016,2016,4.62000240461443e-05
76.5,"NE","Alcohol",2016,2016,0.000181121723055225
11,"IN","Alcohol",2016,2016,1.71068071904825e-05
48,"NY","Alcohol",2016,2016,8.40259218078194e-06
126,"LA","Alcohol",2016,2016,0.000291526423561702
12.4,"NE","Alcohol",2016,2016,2.93582923645071e-05
287,"NJ","Alcohol",2016,2016,0.000107091062302703
79,"CT","Alcohol",2016,2016,0.0002530919912179
111,"MD","Alcohol",2016,2016,6.0336525175377e-05
18.9,"AR","Alcohol",2016,2016,1.742875158627e-05
160,"MT","Alcohol",2016,2016,0.00132147605902472
13.2,"HI","Alcohol",2016,2016,0.000110273137371842
308,"IN","Alcohol",2016,2016,0.00047899060133351
65.8,"NJ","Alcohol",2016,2016,2.45525850157417e-05
73.8,"MD","Alcohol",2016,2016,4.01156356571426e-05
12.3,"NC","Alcohol",2016,2016,3.53628471924338e-06
779,"MI","Alcohol",2016,2016,0.000276599994800346
1009,"GA","Alcohol",2016,2016,0.0014048906569007
38.2,"TX","Alcohol",2016,2016,2.23429607747566e-05
11.8,"NJ","Alcohol",2016,2016,4.40304716087769e-06
4.9,"FL","Alcohol",2016,2016,6.38331771554779e-07
8.3,"NE","Alcohol",2016,2016,1.96511150504362e-05
37.5,"DE","Alcohol",2016,2016,0.000295042089130878
9.5,"ID","Alcohol",2016,2016,7.14170856281083e-05
82,"NE","Alcohol",2016,2016,0.000194143546281418
49.3,"OK","Alcohol",2016,2016,0.000111423390418497
6.5,"MS","Alcohol",2016,2016,7.58294785417917e-06
68,"ID","Alcohol",2016,2016,0.000511195981338039
10.3,"MD","Alcohol",2016,2016,5.59879467843589e-06
35,"NE","Alcohol",2016,2016,8.28661478030443e-05
314,"CT","Alcohol",2016,2016,0.00100596057268887
41.6,"MN","Alcohol",2016,2016,3.48065434327051e-05
12.8,"MS","Alcohol",2016,2016,1.4932574235922e-05
74,"DE","Alcohol",2016,2016,0.000582216389218265
15.7,"FL","Alcohol",2016,2016,2.04526710477756e-06
4.7,"HI","Alcohol",2016,2016,3.92639201248225e-05
9.5,"CA","Alcohol",2016,2016,4.41416455595644e-06
7.8,"NJ","Alcohol",2016,2016,2.91048880125814e-06
43.7,"NY","Alcohol",2016,2016,7.6498599645869e-06
7,"MA","Alcohol",2016,2016,4.7498078414347e-06
14.2,"KS","Alcohol",2016,2016,5.43558729530229e-05
13.7,"MN","Alcohol",2016,2016,1.1462731851636e-05
11.5,"MO","Alcohol",2016,2016,1.9110606657567e-05
12.9,"NH","Alcohol",2016,2016,9.42446336448081e-05
660,"MO","Alcohol",2016,2016,0.00109678264295602
6.9,"CT","Alcohol",2016,2016,2.21055030304242e-05
34,"DC","Alcohol",2016,2016,0.000221361285968442
263,"KS","Alcohol",2016,2016,0.00100673201314402
12.9,"IL","Alcohol",2016,2016,1.25943230590896e-05
661,"GA","Alcohol",2016,2016,0.000920349578009276
6.3,"NJ","Alcohol",2016,2016,2.3507794164008e-06
4.1,"MD","Alcohol",2016,2016,2.22864642539681e-06
102,"MT","Alcohol",2016,2016,0.000842440987628259
274,"CO","Alcohol",2016,2016,0.000355106691481453
10.1,"NV","Alcohol",2016,2016,1.10205440617828e-05
41,"MT","Alcohol",2016,2016,0.000338628240125084
6.9,"NH","Alcohol",2016,2016,5.04099203216416e-05
17.7,"AK","Alcohol",2016,2016,0.000232443307471279
32.5,"NM","Alcohol",2016,2016,0.000173924230470904
6.5,"IL","Alcohol",2016,2016,6.34597673520019e-06
8.9,"CT","Alcohol",2016,2016,2.85128952131558e-05
28,"KY","Alcohol",2016,2016,1.25550957396224e-05
8.1,"ID","Alcohol",2016,2016,6.08924624829134e-05
1001,"NC","Alcohol",2016,2016,0.000287790325525416
12.5,"OR","Alcohol",2016,2016,1.694483672118e-05
8.6,"NE","Alcohol",2016,2016,2.03613963173195e-05
11.1,"OK","Alcohol",2016,2016,2.50872136642052e-05
9.2,"IN","Alcohol",2016,2016,1.43075114684035e-05
9.8,"AL","Alcohol",2016,2016,1.88371391882942e-05
76,"MS","Alcohol",2016,2016,8.86621595257872e-05
11.2,"MI","Alcohol",2016,2016,3.97679068262372e-06
19.6,"OR","Alcohol",2016,2016,2.65695039788103e-05
647,"KY","Alcohol",2016,2016,0.000290112390840561
295,"MS","Alcohol",2016,2016,0.000344149171843516
17.7,"OK","Alcohol",2016,2016,4.00039353023813e-05
47.2,"CT","Alcohol",2016,2016,0.000151214455512467
10.7,"LA","Alcohol",2016,2016,2.47566089850017e-05
192,"FL","Alcohol",2016,2016,2.50121837017383e-05
25,"MN","Alcohol",2016,2016,2.09173938898468e-05
53.9,"HI","Alcohol",2016,2016,0.000450281977601688
6.1,"IA","Alcohol",2016,2016,6.2483699180855e-06
8.1,"DE","Alcohol",2016,2016,6.37290912522696e-05
6,"GA","Alcohol",2016,2016,8.35415653261068e-06
10.8,"DC","Alcohol",2016,2016,7.03147614252698e-05
6.7,"KS","Alcohol",2016,2016,2.56467851257221e-05
35.5,"WA","Alcohol",2016,2016,3.00512739915933e-05
2570,"FL","Alcohol",2016,2016,0.000334798500590976
46,"DE","Alcohol",2016,2016,0.000361918296000543
169,"NC","Alcohol",2016,2016,4.85879770367586e-05
19.7,"NM","Alcohol",2016,2016,0.000105424841239287
71.5,"VT","Alcohol",2016,2016,0.000345106617431456
10,"DE","Alcohol",2016,2016,7.86778904349007e-05
4.5,"NY","Alcohol",2016,2016,7.87743016948307e-07
11.2,"OH","Alcohol",2016,2016,9.71405036167884e-06
44.2,"RI","Alcohol",2016,2016,0.000112682263880498
764,"IN","Alcohol",2016,2016,0.00118814551759351
15.9,"KS","Alcohol",2016,2016,6.08632661938778e-05
57.1,"OK","Alcohol",2016,2016,0.000129052243263614
117,"NJ","Alcohol",2016,2016,4.3657332018872e-05
4,"CA","Alcohol",2016,2016,1.85859560250798e-06
8.3,"FL","Alcohol",2016,2016,1.08125585793973e-06
14.7,"LA","Alcohol",2016,2016,3.40114160821986e-05
1376,"OH","Alcohol",2016,2016,0.00119344047300626
7.1,"HI","Alcohol",2016,2016,5.93135814651574e-05
30.8,"IL","Alcohol",2016,2016,3.00701666837178e-05
7.7,"OK","Alcohol",2016,2016,1.74028419112054e-05
5.6,"MD","Alcohol",2016,2016,3.04400487371272e-06
16.3,"KY","Alcohol",2016,2016,7.30885930556591e-06
62,"US","Alcohol",2016,2016,3.84802310453865e-06
7.6,"MI","Alcohol",2016,2016,2.69853653463752e-06
7.9,"MN","Alcohol",2016,2016,6.60989646919159e-06
43,"AR","Alcohol",2016,2016,3.96527152491857e-05
38.3,"IA","Alcohol",2016,2016,3.92315685020778e-05
22,"AZ","Alcohol",2016,2016,1.16343586959832e-05
10.9,"ME","Alcohol",2016,2016,3.76114960883526e-05
35,"ND","Alcohol",2016,2016,0.000373837126213609
8.5,"GA","Alcohol",2016,2016,1.18350550878651e-05
11.6,"MA","Alcohol",2016,2016,7.87111013723464e-06
509,"MN","Alcohol",2016,2016,0.000425878139597281
58,"MT","Alcohol",2016,2016,0.000479035071396461
54.3,"HI","Alcohol",2016,2016,0.000453623587825077
13.9,"AR","Alcohol",2016,2016,1.28179707433414e-05
17,"AZ","Alcohol",2016,2016,8.99018626507794e-06
25.9,"NM","Alcohol",2016,2016,0.000138604232898351
9.1,"NC","Alcohol",2016,2016,2.6162756865947e-06
12.2,"CA","Alcohol",2016,2016,5.66871658764933e-06
13.6,"CO","Alcohol",2016,2016,1.76257335917801e-05
653,"AL","Alcohol",2016,2016,0.00125516856019961
53,"AK","Alcohol",2016,2016,0.000696016683388576
79.5,"WI","Alcohol",2016,2016,4.74208517501955e-05
165,"IL","Alcohol",2016,2016,0.000161090178662774
58.6,"NE","Alcohol",2016,2016,0.000138741607464526
7.3,"NY","Alcohol",2016,2016,1.27789422749392e-06
13.5,"CA","Alcohol",2016,2016,6.27276015846442e-06
73,"AK","Alcohol",2016,2016,0.00095866448844087
138,"OH","Alcohol",2016,2016,0.000119690977670686
299,"NV","Alcohol",2016,2016,0.000326251749947827
12.4,"CO","Alcohol",2016,2016,1.60705218042701e-05
8.6,"CT","Alcohol",2016,2016,2.75517863857461e-05
13.2,"AL","Alcohol",2016,2016,2.53724731923963e-05
50.6,"MI","Alcohol",2016,2016,1.79665721911393e-05
6.8,"MO","Alcohol",2016,2016,1.13001848062136e-05
25.7,"UT","Alcohol",2016,2016,0.000170816976389305
17.6,"HI","Alcohol",2016,2016,0.000147030849829123
50.6,"WY","Alcohol",2016,2016,0.000619526874916666
3.3,"IL","Alcohol",2016,2016,3.22180357325548e-06
61.9,"OK","Alcohol",2016,2016,0.000139900768091379
206,"KS","Alcohol",2016,2016,0.00078854294565653
6.9,"NY","Alcohol",2016,2016,1.2078726259874e-06
183,"MD","Alcohol",2016,2016,9.94737306945405e-05
9.5,"MO","Alcohol",2016,2016,1.57870228910336e-05
49.4,"MO","Alcohol",2016,2016,8.20925190333749e-05
8,"FL","Alcohol",2016,2016,1.04217432090576e-06
417,"NV","Alcohol",2016,2016,0.000455006621164695
92,"DE","Alcohol",2016,2016,0.000723836592001087
20.7,"FL","Alcohol",2016,2016,2.69662605534366e-06
19.4,"MT","Alcohol",2016,2016,0.000160228972156747
65.5,"VA","Alcohol",2016,2016,0.000105184556421229
14.1,"NC","Alcohol",2016,2016,4.05378980010826e-06
8.2,"NY","Alcohol",2016,2016,1.43544283088358e-06
25.8,"CO","Alcohol",2016,2016,3.34370534314653e-05
14.6,"OK","Alcohol",2016,2016,3.29975963511168e-05
71.5,"IA","Alcohol",2016,2016,7.32390900234611e-05
1558,"OH","Alcohol",2016,2016,0.00135129379138354
13.2,"CA","Alcohol",2016,2016,6.13336548827632e-06
118,"NE","Alcohol",2016,2016,0.000279377298307406
14.6,"ME","Alcohol",2016,2016,5.03787011825641e-05
16,"MS","Alcohol",2016,2016,1.86657177949026e-05
20.1,"NC","Alcohol",2016,2016,5.77880673632455e-06
7.6,"CT","Alcohol",2016,2016,2.43480902943803e-05
12.1,"NH","Alcohol",2016,2016,8.84000052017192e-05
13.3,"MO","Alcohol",2016,2016,2.21018320474471e-05
49.5,"MI","Alcohol",2016,2016,1.75759945348102e-05
9.9,"ID","Alcohol",2016,2016,7.44241208124497e-05
514,"NJ","Alcohol",2016,2016,0.000191793749211113
62.4,"MA","Alcohol",2016,2016,4.23411441865036e-05
12.1,"MA","Alcohol",2016,2016,8.21038212590855e-06
10.7,"IL","Alcohol",2016,2016,1.04464540102526e-05
65.5,"NE","Alcohol",2016,2016,0.00015507807660284
47.4,"WI","Alcohol",2016,2016,2.82735644397392e-05
10.9,"IA","Alcohol",2016,2016,1.11651200175626e-05
12.9,"ND","Alcohol",2016,2016,0.000137785683661587
41,"HI","Alcohol",2016,2016,0.000342515047897388
869,"IN","Alcohol",2016,2016,0.00135143776804812
182,"LA","Alcohol",2016,2016,0.000421093722922458
9.6,"NH","Alcohol",2016,2016,7.01355413170665e-05
69.3,"MI","Alcohol",2016,2016,2.46063923487343e-05
26.3,"UT","Alcohol",2016,2016,0.000174804921363375
20.1,"AL","Alcohol",2016,2016,3.86353569066035e-05
10.8,"MA","Alcohol",2016,2016,7.32827495535639e-06
72.6,"IL","Alcohol",2016,2016,7.08796786116206e-05
16.5,"AR","Alcohol",2016,2016,1.52155767816643e-05
31.9,"US","Alcohol",2016,2016,1.97986995217392e-06
10.8,"GA","Alcohol",2016,2016,1.50374817586992e-05
14.5,"OH","Alcohol",2016,2016,1.25762259146735e-05
9.9,"MT","Alcohol",2016,2016,8.17663311521545e-05
1253,"NC","Alcohol",2016,2016,0.0003602410368465
6,"MD","Alcohol",2016,2016,3.26143379326362e-06
36,"IA","Alcohol",2016,2016,3.68756257460783e-05
31,"FL","Alcohol",2016,2016,4.03842549350983e-06
10.6,"DC","Alcohol",2016,2016,6.90126362136907e-05
6.2,"GA","Alcohol",2016,2016,8.63262841703103e-06
10.9,"NV","Alcohol",2016,2016,1.18934584429141e-05
6.9,"IA","Alcohol",2016,2016,7.06782826799835e-06
614,"KY","Alcohol",2016,2016,0.000275315313718863
28,"MN","Alcohol",2016,2016,2.34274811566284e-05
15.3,"OR","Alcohol",2016,2016,2.07404801467243e-05
383,"MS","Alcohol",2016,2016,0.00044681061971548
337,"LA","Alcohol",2016,2016,0.000779717497938838
3226,"FL","Alcohol",2016,2016,0.000420256794905248
13.5,"AK","Alcohol",2016,2016,0.000177287268410298
8.3,"CA","Alcohol",2016,2016,3.85658587520405e-06
9.6,"AR","Alcohol",2016,2016,8.85269921842285e-06
9.6,"KS","Alcohol",2016,2016,3.67476324189451e-05
8.1,"LA","Alcohol",2016,2016,1.87409843718237e-05
35,"NY","Alcohol",2016,2016,6.12689013182017e-06
11.4,"NM","Alcohol",2016,2016,6.10072685344095e-05
4.2,"NY","Alcohol",2016,2016,7.3522681581842e-07
63.2,"CT","Alcohol",2016,2016,0.00020247359297432
7.7,"MD","Alcohol",2016,2016,4.18550670135498e-06
29.6,"CA","Alcohol",2016,2016,1.3753607458559e-05
10.2,"MI","Alcohol",2016,2016,3.62172008596089e-06
65.9,"CO","Alcohol",2016,2016,8.54070473307582e-05
376,"MN","Alcohol",2016,2016,0.000314597604103296
61.3,"WA","Alcohol",2016,2016,5.18913548080188e-05
110,"KS","Alcohol",2016,2016,0.000421066621467079
10.3,"NE","Alcohol",2016,2016,2.43863234963245e-05
11.6,"ID","Alcohol",2016,2016,8.72040203459007e-05
5.4,"CT","Alcohol",2016,2016,1.72999588933755e-05
31.7,"PA","Alcohol",2016,2016,2.554793448939e-05
12.7,"IL","Alcohol",2016,2016,1.23990622364681e-05
16,"NV","Alcohol",2016,2016,1.74582876226262e-05
114,"ME","Alcohol",2016,2016,0.000393367940740569
14.9,"AK","Alcohol",2016,2016,0.000195672614763958
8.2,"LA","Alcohol",2016,2016,1.89723545492536e-05
13,"IA","Alcohol",2016,2016,1.33161981860838e-05
12.5,"MI","Alcohol",2016,2016,4.4383824582854e-06
22,"MA","Alcohol",2016,2016,1.49279675016519e-05
11.1,"NJ","Alcohol",2016,2016,4.14184944794427e-06
12,"AL","Alcohol",2016,2016,2.30658847203603e-05
18.2,"NE","Alcohol",2016,2016,4.3090396857583e-05
127,"MI","Alcohol",2016,2016,4.50939657761797e-05
572,"OH","Alcohol",2016,2016,0.000496110429185741
259,"MS","Alcohol",2016,2016,0.000302151306804985
2085,"FL","Alcohol",2016,2016,0.000271616682386064
25.7,"NJ","Alcohol",2016,2016,9.58968746055565e-06
66.6,"MA","Alcohol",2016,2016,4.51910288913644e-05
38.7,"VA","Alcohol",2016,2016,6.21472111984972e-05
56,"MO","Alcohol",2016,2016,9.30603454629351e-05
239,"CA","Alcohol",2016,2016,0.000111051087249852
7.5,"KS","Alcohol",2016,2016,2.87090878273008e-05
43,"WA","Alcohol",2016,2016,3.64001346940426e-05
78,"ND","Alcohol",2016,2016,0.0008331227384189
18.7,"AK","Alcohol",2016,2016,0.000245575697723894
310,"IA","Alcohol",2016,2016,0.00031754011059123
7.5,"NC","Alcohol",2016,2016,2.15627117027035e-06
158,"NH","Alcohol",2016,2016,0.00115431411751005
27.4,"NM","Alcohol",2016,2016,0.000146631505073932
1031,"IL","Alcohol",2016,2016,0.00100656954061406
12.8,"CT","Alcohol",2016,2016,4.10073099694826e-05
44.8,"OK","Alcohol",2016,2016,0.000101252898392468
6.7,"MS","Alcohol",2016,2016,7.81626932661545e-06
8.6,"NY","Alcohol",2016,2016,1.5054644323901e-06
16,"CO","Alcohol",2016,2016,2.07361571668002e-05
40,"US","Alcohol",2016,2016,2.48259555131526e-06
7.6,"AR","Alcohol",2016,2016,7.00838688125143e-06
16.5,"CA","Alcohol",2016,2016,7.6667068603454e-06
13.8,"OK","Alcohol",2016,2016,3.11895088798227e-05
10.7,"AZ","Alcohol",2016,2016,5.65852900213729e-06
16.5,"OR","Alcohol",2016,2016,2.23671844719576e-05
19.4,"AZ","Alcohol",2016,2016,1.02593890319125e-05
5.8,"FL","Alcohol",2016,2016,7.55576382656677e-07
13.5,"LA","Alcohol",2016,2016,3.12349739530395e-05
8.6,"MN","Alcohol",2016,2016,7.1955834981073e-06
12.2,"DE","Alcohol",2016,2016,9.59870263305789e-05
46.8,"NM","Alcohol",2016,2016,0.000250450891878102
13.6,"MT","Alcohol",2016,2016,0.000112325465017101
5,"NJ","Alcohol",2016,2016,1.86569794952445e-06
12,"CT","Alcohol",2016,2016,3.84443530963899e-05
8.7,"NV","Alcohol",2016,2016,9.49294389480299e-06
9,"GA","Alcohol",2016,2016,1.2531234798916e-05
14.2,"OK","Alcohol",2016,2016,3.20935526154698e-05
7.3,"KY","Alcohol",2016,2016,3.27329281783013e-06
7.3,"ID","Alcohol",2016,2016,5.48783921142306e-05
7.3,"NE","Alcohol",2016,2016,1.72835108274921e-05
7.7,"IN","Alcohol",2016,2016,1.19747650333377e-05
327,"MD","Alcohol",2016,2016,0.000177748141732868
46,"DE","Alcohol",2016,2016,0.000361918296000543
71.6,"NY","Alcohol",2016,2016,1.25338666696664e-05
19.3,"KY","Alcohol",2016,2016,8.65404813481117e-06
7.6,"IL","Alcohol",2016,2016,7.41991125961868e-06
17.2,"MI","Alcohol",2016,2016,6.10721426260071e-06
5287,"CA","Alcohol",2016,2016,0.00245659873761492
8.9,"OH","Alcohol",2016,2016,7.71920073383408e-06
43.5,"HI","Alcohol",2016,2016,0.00036340011179357
480,"AL","Alcohol",2016,2016,0.000922635388814411
41.4,"LA","Alcohol",2016,2016,9.57872534559878e-05
30,"IN","Alcohol",2016,2016,4.66549287013159e-05
1030,"MI","Alcohol",2016,2016,0.000365722714562717
13.4,"MA","Alcohol",2016,2016,9.0924892964607e-06
269,"NV","Alcohol",2016,2016,0.000293517460655403
8.4,"FL","Alcohol",2016,2016,1.09428303695105e-06
151,"IL","Alcohol",2016,2016,0.000147421921079266
454,"NC","Alcohol",2016,2016,0.000130526281507032
44.3,"WV","Alcohol",2016,2016,6.80560046534944e-05
751,"CO","Alcohol",2016,2016,0.000973303377016683
4.4,"MA","Alcohol",2016,2016,2.98559350033038e-06
388,"CT","Alcohol",2016,2016,0.00124303408344994
64.7,"MO","Alcohol",2016,2016,0.000107517934847355
606,"OR","Alcohol",2016,2016,0.000821485684242807
1119,"NY","Alcohol",2016,2016,0.000195885430214479
