DataValue,LocationAbbr,Topic,YearEnd,YearStart,Percent
4.7,NC,Alcohol,2016,2016,1.3512632667027526e-06
48.1,CT,Alcohol,2016,2016,0.00015409778199469614
20.2,VA,Alcohol,2016,2016,3.243859602608892e-05
52.8,HI,Alcohol,2016,2016,0.0004410925494873677
108.0,IA,Alcohol,2016,2016,0.00011062687723823525
26.0,CO,Alcohol,2016,2016,3.36962553960503e-05
10.8,MO,Alcohol,2016,2016,1.794735233928034e-05
8.3,NH,Alcohol,2016,2016,6.063802009704713e-05
7.8,IL,Alcohol,2016,2016,7.615172082240227e-06
12.5,CO,Alcohol,2016,2016,1.6200122786562643e-05
21.8,NM,Alcohol,2016,2016,0.00011666302228509895
16.6,OR,Alcohol,2016,2016,2.250274316572712e-05
70.0,WI,Alcohol,2016,2016,4.175420908822234e-05
5.7,MN,Alcohol,2016,2016,4.769165806885081e-06
477.0,CO,Alcohol,2016,2016,0.0006181966855352305
9.0,AR,Alcohol,2016,2016,8.299405517271423e-06
3413.0,CA,Alcohol,2016,2016,0.0015858466978399305
272.0,NY,Alcohol,2016,2016,4.7614689024430985e-05
10.0,KS,Alcohol,2016,2016,3.827878376973443e-05
747.0,AZ,Alcohol,2016,2016,0.0003950393611772482
398.0,OR,Alcohol,2016,2016,0.0005395236012023731
9.4,IA,Alcohol,2016,2016,9.628635611476031e-06
6.7,AZ,Alcohol,2016,2016,3.5431910574130695e-06
12.4,ND,Alcohol,2016,2016,0.00013244515328710713
3.7,GA,Alcohol,2016,2016,5.151729861776582e-06
3.7,IL,Alcohol,2016,2016,3.612325218498569e-06
16.2,AR,Alcohol,2016,2016,1.493892993108856e-05
262.0,CT,Alcohol,2016,2016,0.0008393683759378459
24.0,MD,Alcohol,2016,2016,1.3045735173054505e-05
17.0,AZ,Alcohol,2016,2016,8.990186265077937e-06
31.0,OK,Alcohol,2016,2016,7.006338951264517e-05
8.2,NV,Alcohol,2016,2016,8.947372406595923e-06
64.3,PA,Alcohol,2016,2016,5.182120465828948e-05
9.2,MI,Alcohol,2016,2016,3.266649489298055e-06
118.0,AL,Alcohol,2016,2016,0.00022681453308354263
27.5,NM,Alcohol,2016,2016,0.00014716665655230371
13.1,IN,Alcohol,2016,2016,2.0372652199574607e-05
587.0,MO,Alcohol,2016,2016,0.0009754718354775518
8.4,MO,Alcohol,2016,2016,1.3959051819440265e-05
50.0,DC,Alcohol,2016,2016,0.0003255313028947676
53.5,WY,Alcohol,2016,2016,0.0006550333558901518
52.5,OK,Alcohol,2016,2016,0.00011865574030367327
10.9,DC,Alcohol,2016,2016,7.096582403105934e-05
424.0,FL,Alcohol,2016,2016,5.523523900800538e-05
50.8,TX,Alcohol,2016,2016,2.97126284648595e-05
53.7,CO,Alcohol,2016,2016,6.959572749107312e-05
262.0,NM,Alcohol,2016,2016,0.0014020968733346754
4.7,HI,Alcohol,2016,2016,3.9263920124822505e-05
36.1,AK,Alcohol,2016,2016,0.00047407928811938916
7.0,NC,Alcohol,2016,2016,2.012519758918993e-06
44.0,WA,Alcohol,2016,2016,3.724664945436917e-05
7.1,OH,Alcohol,2016,2016,6.1580140685642476e-06
48.8,NM,Alcohol,2016,2016,0.00026115392144554256
13.1,LA,Alcohol,2016,2016,3.0309493243319846e-05
7.9,DE,Alcohol,2016,2016,6.215553344357156e-05
49.6,PA,Alcohol,2016,2016,3.9974055226301065e-05
48.5,WI,Alcohol,2016,2016,2.892970201112548e-05
17.5,ME,Alcohol,2016,2016,6.038542949964874e-05
11.4,IA,Alcohol,2016,2016,1.1677281486258165e-05
9.3,MA,Alcohol,2016,2016,6.310458989334666e-06
219.0,MN,Alcohol,2016,2016,0.00018323637047505835
12.0,ND,Alcohol,2016,2016,0.000128172728987523
6.8,MS,Alcohol,2016,2016,7.932930062833589e-06
13.4,OH,Alcohol,2016,2016,1.162216739700858e-05
74.0,ME,Alcohol,2016,2016,0.000255344101884229
389.0,OK,Alcohol,2016,2016,0.000879182532916741
106.0,NH,Alcohol,2016,2016,0.0007744132687092766
58.0,AK,Alcohol,2016,2016,0.0007616786346516501
53.1,DE,Alcohol,2016,2016,0.0004177795982093227
5.9,GA,Alcohol,2016,2016,8.214920590400495e-06
10.7,ME,Alcohol,2016,2016,3.6921376894070946e-05
64.9,MI,Alcohol,2016,2016,2.3044081723417806e-05
43.0,OR,Alcohol,2016,2016,5.8290238320859404e-05
7.9,MN,Alcohol,2016,2016,6.609896469191603e-06
9.5,HI,Alcohol,2016,2016,7.93632428054923e-05
99.0,OK,Alcohol,2016,2016,0.00022375082457264103
81.0,HI,Alcohol,2016,2016,0.0006766760702363027
13.2,GA,Alcohol,2016,2016,1.837914437174348e-05
14.9,AZ,Alcohol,2016,2016,7.87963384409772e-06
122.0,ID,Alcohol,2016,2016,0.0009171457312241286
14.9,ND,Alcohol,2016,2016,0.00015914780515950775
63.0,ND,Alcohol,2016,2016,0.0006729068271844958
16.3,FL,Alcohol,2016,2016,2.12343017884549e-06
17.1,MT,Alcohol,2016,2016,0.0001412327538082669
9.7,DE,Alcohol,2016,2016,7.631755372185367e-05
13.6,MI,Alcohol,2016,2016,4.828960114614516e-06
343.0,NM,Alcohol,2016,2016,0.0018355695708160064
43.0,AK,Alcohol,2016,2016,0.0005646927808624303
666.0,AZ,Alcohol,2016,2016,0.0003522037677965827
40.6,AK,Alcohol,2016,2016,0.0005331750442561552
43.8,WV,Alcohol,2016,2016,6.728787819013673e-05
482.0,CO,Alcohol,2016,2016,0.0006246767346498556
316.0,KS,Alcohol,2016,2016,0.0012096095671236082
16.1,AL,Alcohol,2016,2016,3.094672866648336e-05
6.3,MA,Alcohol,2016,2016,4.2748270572912255e-06
561.0,IN,Alcohol,2016,2016,0.0008724471667146072
572.0,NM,Alcohol,2016,2016,0.0030610664562879175
2021.0,CA,Alcohol,2016,2016,0.0009390554281671549
33.6,CA,Alcohol,2016,2016,1.5612203061067e-05
14.2,NV,Alcohol,2016,2016,1.5494230265080747e-05
1053.0,NY,Alcohol,2016,2016,0.00018433186596590378
72.6,WA,Alcohol,2016,2016,6.145697159970914e-05
160.0,NM,Alcohol,2016,2016,0.0008562423653952217
77.7,MA,Alcohol,2016,2016,5.2722867039925114e-05
8.7,MN,Alcohol,2016,2016,7.279253073666701e-06
10.8,FL,Alcohol,2016,2016,1.4069353332227788e-06
43.0,CT,Alcohol,2016,2016,0.00013775893192873043
10.0,NY,Alcohol,2016,2016,1.750540037662904e-06
7.3,DC,Alcohol,2016,2016,4.7527570222636064e-05
9.4,IL,Alcohol,2016,2016,9.17725866321258e-06
283.0,MD,Alcohol,2016,2016,0.00015383096058226768
51.2,NJ,Alcohol,2016,2016,1.9104747003130317e-05
376.0,LA,Alcohol,2016,2016,0.0008699518671365085
15.3,AK,Alcohol,2016,2016,0.00020092557086500427
17.1,AZ,Alcohol,2016,2016,9.043069713696043e-06
7.6,NJ,Alcohol,2016,2016,2.8358608832771563e-06
50.1,AR,Alcohol,2016,2016,4.620002404614425e-05
76.5,NE,Alcohol,2016,2016,0.00018112172305522563
11.0,IN,Alcohol,2016,2016,1.7106807190482493e-05
48.0,NY,Alcohol,2016,2016,8.402592180781938e-06
126.0,LA,Alcohol,2016,2016,0.00029152642356170233
12.4,NE,Alcohol,2016,2016,2.935829236450716e-05
287.0,NJ,Alcohol,2016,2016,0.00010709106230270314
79.0,CT,Alcohol,2016,2016,0.0002530919912179001
111.0,MD,Alcohol,2016,2016,6.033652517537708e-05
18.9,AR,Alcohol,2016,2016,1.7428751586269986e-05
160.0,MT,Alcohol,2016,2016,0.0013214760590247194
13.2,HI,Alcohol,2016,2016,0.00011027313737184192
308.0,IN,Alcohol,2016,2016,0.00047899060133350983
65.8,NJ,Alcohol,2016,2016,2.4552585015741696e-05
73.8,MD,Alcohol,2016,2016,4.0115635657142596e-05
12.3,NC,Alcohol,2016,2016,3.536284719243374e-06
779.0,MI,Alcohol,2016,2016,0.0002765999948003462
1009.0,GA,Alcohol,2016,2016,0.0014048906569006949
38.2,TX,Alcohol,2016,2016,2.2342960774756554e-05
11.8,NJ,Alcohol,2016,2016,4.4030471608776905e-06
4.9,FL,Alcohol,2016,2016,6.383317715547792e-07
8.3,NE,Alcohol,2016,2016,1.9651115050436245e-05
37.5,DE,Alcohol,2016,2016,0.0002950420891308776
9.5,ID,Alcohol,2016,2016,7.141708562810837e-05
82.0,NE,Alcohol,2016,2016,0.0001941435462814183
49.3,OK,Alcohol,2016,2016,0.00011142339041849699
6.5,MS,Alcohol,2016,2016,7.582947854179165e-06
68.0,ID,Alcohol,2016,2016,0.0005111959813380389
10.3,MD,Alcohol,2016,2016,5.598794678435892e-06
35.0,NE,Alcohol,2016,2016,8.28661478030444e-05
314.0,CT,Alcohol,2016,2016,0.0010059605726888687
41.6,MN,Alcohol,2016,2016,3.480654343270515e-05
12.8,MS,Alcohol,2016,2016,1.493257423592205e-05
74.0,DE,Alcohol,2016,2016,0.0005822163892182651
15.7,FL,Alcohol,2016,2016,2.045267104777558e-06
4.7,HI,Alcohol,2016,2016,3.9263920124822505e-05
9.5,CA,Alcohol,2016,2016,4.414164555956443e-06
7.8,NJ,Alcohol,2016,2016,2.910488801258134e-06
43.7,NY,Alcohol,2016,2016,7.64985996458689e-06
7.0,MA,Alcohol,2016,2016,4.7498078414346946e-06
14.2,KS,Alcohol,2016,2016,5.4355872953022894e-05
13.7,MN,Alcohol,2016,2016,1.146273185163607e-05
11.5,MO,Alcohol,2016,2016,1.9110606657567028e-05
12.9,NH,Alcohol,2016,2016,9.424463364480819e-05
660.0,MO,Alcohol,2016,2016,0.0010967826429560208
6.9,CT,Alcohol,2016,2016,2.210550303042419e-05
34.0,DC,Alcohol,2016,2016,0.00022136128596844196
263.0,KS,Alcohol,2016,2016,0.0010067320131440156
12.9,IL,Alcohol,2016,2016,1.2594323059089607e-05
661.0,GA,Alcohol,2016,2016,0.0009203495780092759
6.3,NJ,Alcohol,2016,2016,2.3507794164008006e-06
4.1,MD,Alcohol,2016,2016,2.228646425396811e-06
102.0,MT,Alcohol,2016,2016,0.0008424409876282585
274.0,CO,Alcohol,2016,2016,0.00035510669148145315
10.1,NV,Alcohol,2016,2016,1.1020544061782784e-05
41.0,MT,Alcohol,2016,2016,0.0003386282401250843
6.9,NH,Alcohol,2016,2016,5.040992032164159e-05
17.7,AK,Alcohol,2016,2016,0.00023244330747127943
32.5,NM,Alcohol,2016,2016,0.0001739242304709044
6.5,IL,Alcohol,2016,2016,6.3459767352001885e-06
8.9,CT,Alcohol,2016,2016,2.8512895213155837e-05
28.0,KY,Alcohol,2016,2016,1.2555095739622416e-05
8.1,ID,Alcohol,2016,2016,6.0892462482913456e-05
1001.0,NC,Alcohol,2016,2016,0.00028779032552541604
12.5,OR,Alcohol,2016,2016,1.694483672118006e-05
8.6,NE,Alcohol,2016,2016,2.036139631731948e-05
11.1,OK,Alcohol,2016,2016,2.5087213664205204e-05
9.2,IN,Alcohol,2016,2016,1.430751146840354e-05
9.8,AL,Alcohol,2016,2016,1.883713918829422e-05
76.0,MS,Alcohol,2016,2016,8.866215952578716e-05
11.2,MI,Alcohol,2016,2016,3.976790682623719e-06
19.6,OR,Alcohol,2016,2016,2.6569503978810337e-05
647.0,KY,Alcohol,2016,2016,0.00029011239084056085
295.0,MS,Alcohol,2016,2016,0.000344149171843516
17.7,OK,Alcohol,2016,2016,4.000393530238127e-05
47.2,CT,Alcohol,2016,2016,0.0001512144555124669
10.7,LA,Alcohol,2016,2016,2.4756608985001704e-05
192.0,FL,Alcohol,2016,2016,2.5012183701738287e-05
25.0,MN,Alcohol,2016,2016,2.0917393889846842e-05
53.9,HI,Alcohol,2016,2016,0.0004502819776016879
6.1,IA,Alcohol,2016,2016,6.248369918085509e-06
8.1,DE,Alcohol,2016,2016,6.372909125226956e-05
6.0,GA,Alcohol,2016,2016,8.354156532610673e-06
10.8,DC,Alcohol,2016,2016,7.03147614252698e-05
6.7,KS,Alcohol,2016,2016,2.564678512572207e-05
35.5,WA,Alcohol,2016,2016,3.005127399159331e-05
2570.0,FL,Alcohol,2016,2016,0.00033479850059097604
46.0,DE,Alcohol,2016,2016,0.0003619182960005432
169.0,NC,Alcohol,2016,2016,4.858797703675855e-05
19.7,NM,Alcohol,2016,2016,0.00010542484123928666
71.5,VT,Alcohol,2016,2016,0.0003451066174314559
10.0,DE,Alcohol,2016,2016,7.867789043490069e-05
4.5,NY,Alcohol,2016,2016,7.877430169483067e-07
11.2,OH,Alcohol,2016,2016,9.714050361678812e-06
44.2,RI,Alcohol,2016,2016,0.00011268226388049827
764.0,IN,Alcohol,2016,2016,0.0011881455175935115
15.9,KS,Alcohol,2016,2016,6.0863266193877755e-05
57.1,OK,Alcohol,2016,2016,0.00012905224326361416
117.0,NJ,Alcohol,2016,2016,4.365733201887201e-05
4.0,CA,Alcohol,2016,2016,1.858595602507976e-06
8.3,FL,Alcohol,2016,2016,1.081255857939728e-06
14.7,LA,Alcohol,2016,2016,3.4011416082198606e-05
1376.0,OH,Alcohol,2016,2016,0.0011934404730062542
7.1,HI,Alcohol,2016,2016,5.93135814651574e-05
30.8,IL,Alcohol,2016,2016,3.0070166683717818e-05
7.7,OK,Alcohol,2016,2016,1.7402841911205415e-05
5.6,MD,Alcohol,2016,2016,3.0440048737127174e-06
16.3,KY,Alcohol,2016,2016,7.3088593055659075e-06
62.0,US,Alcohol,2016,2016,3.848023104538654e-06
7.6,MI,Alcohol,2016,2016,2.698536534637524e-06
7.9,MN,Alcohol,2016,2016,6.609896469191603e-06
43.0,AR,Alcohol,2016,2016,3.9652715249185684e-05
38.3,IA,Alcohol,2016,2016,3.923156850207787e-05
22.0,AZ,Alcohol,2016,2016,1.1634358695983212e-05
10.9,ME,Alcohol,2016,2016,3.761149608835265e-05
35.0,ND,Alcohol,2016,2016,0.0003738371262136088
8.5,GA,Alcohol,2016,2016,1.183505508786512e-05
11.6,MA,Alcohol,2016,2016,7.871110137234637e-06
509.0,MN,Alcohol,2016,2016,0.00042587813959728174
58.0,MT,Alcohol,2016,2016,0.00047903507139646073
54.3,HI,Alcohol,2016,2016,0.00045362358782507703
13.9,AR,Alcohol,2016,2016,1.281797074334142e-05
17.0,AZ,Alcohol,2016,2016,8.990186265077937e-06
25.9,NM,Alcohol,2016,2016,0.0001386042328983515
9.1,NC,Alcohol,2016,2016,2.616275686594691e-06
12.2,CA,Alcohol,2016,2016,5.668716587649327e-06
13.6,CO,Alcohol,2016,2016,1.7625733591780158e-05
653.0,AL,Alcohol,2016,2016,0.0012551685601996045
53.0,AK,Alcohol,2016,2016,0.0006960166833885769
79.5,WI,Alcohol,2016,2016,4.7420851750195375e-05
165.0,IL,Alcohol,2016,2016,0.00016109017866277402
58.6,NE,Alcohol,2016,2016,0.00013874160746452576
7.3,NY,Alcohol,2016,2016,1.2778942274939197e-06
13.5,CA,Alcohol,2016,2016,6.272760158464419e-06
73.0,AK,Alcohol,2016,2016,0.00095866448844087
138.0,OH,Alcohol,2016,2016,0.00011969097767068538
299.0,NV,Alcohol,2016,2016,0.000326251749947827
12.4,CO,Alcohol,2016,2016,1.6070521804270142e-05
8.6,CT,Alcohol,2016,2016,2.7551786385746086e-05
13.2,AL,Alcohol,2016,2016,2.537247319239629e-05
50.6,MI,Alcohol,2016,2016,1.7966572191139305e-05
6.8,MO,Alcohol,2016,2016,1.1300184806213547e-05
25.7,UT,Alcohol,2016,2016,0.00017081697638930533
17.6,HI,Alcohol,2016,2016,0.00014703084982912258
50.6,WY,Alcohol,2016,2016,0.0006195268749166669
3.3,IL,Alcohol,2016,2016,3.2218035732554803e-06
61.9,OK,Alcohol,2016,2016,0.00013990076809137857
206.0,KS,Alcohol,2016,2016,0.0007885429456565294
6.9,NY,Alcohol,2016,2016,1.2078726259874037e-06
183.0,MD,Alcohol,2016,2016,9.947373069454059e-05
9.5,MO,Alcohol,2016,2016,1.5787022891033632e-05
49.4,MO,Alcohol,2016,2016,8.209251903337489e-05
8.0,FL,Alcohol,2016,2016,1.042174320905762e-06
417.0,NV,Alcohol,2016,2016,0.00045500662116469513
92.0,DE,Alcohol,2016,2016,0.0007238365920010864
20.7,FL,Alcohol,2016,2016,2.696626055343659e-06
19.4,MT,Alcohol,2016,2016,0.00016022897215674722
65.5,VA,Alcohol,2016,2016,0.00010518455642122892
14.1,NC,Alcohol,2016,2016,4.053789800108258e-06
8.2,NY,Alcohol,2016,2016,1.4354428308835811e-06
25.8,CO,Alcohol,2016,2016,3.34370534314653e-05
14.6,OK,Alcohol,2016,2016,3.299759635111676e-05
71.5,IA,Alcohol,2016,2016,7.32390900234613e-05
1558.0,OH,Alcohol,2016,2016,0.0013512937913835348
13.2,CA,Alcohol,2016,2016,6.1333654882763205e-06
118.0,NE,Alcohol,2016,2016,0.00027937729830740686
14.6,ME,Alcohol,2016,2016,5.0378701182564096e-05
16.0,MS,Alcohol,2016,2016,1.8665717794902562e-05
20.1,NC,Alcohol,2016,2016,5.7788067363245385e-06
7.6,CT,Alcohol,2016,2016,2.434809029438026e-05
12.1,NH,Alcohol,2016,2016,8.840000520171931e-05
13.3,MO,Alcohol,2016,2016,2.2101832047447086e-05
49.5,MI,Alcohol,2016,2016,1.757599453481019e-05
9.9,ID,Alcohol,2016,2016,7.442412081244978e-05
514.0,NJ,Alcohol,2016,2016,0.00019179374921111293
62.4,MA,Alcohol,2016,2016,4.2341144186503564e-05
12.1,MA,Alcohol,2016,2016,8.210382125908543e-06
10.7,IL,Alcohol,2016,2016,1.0446454010252617e-05
65.5,NE,Alcohol,2016,2016,0.00015507807660284024
47.4,WI,Alcohol,2016,2016,2.827356443973913e-05
10.9,IA,Alcohol,2016,2016,1.1165120017562632e-05
12.9,ND,Alcohol,2016,2016,0.00013778568366158724
41.0,HI,Alcohol,2016,2016,0.0003425150478973878
869.0,IN,Alcohol,2016,2016,0.0013514377680481171
182.0,LA,Alcohol,2016,2016,0.0004210937229224589
9.6,NH,Alcohol,2016,2016,7.013554131706656e-05
69.3,MI,Alcohol,2016,2016,2.4606392348734263e-05
26.3,UT,Alcohol,2016,2016,0.0001748049213633747
20.1,AL,Alcohol,2016,2016,3.863535690660345e-05
10.8,MA,Alcohol,2016,2016,7.328274955356386e-06
72.6,IL,Alcohol,2016,2016,7.087967861162056e-05
16.5,AR,Alcohol,2016,2016,1.5215576781664274e-05
31.9,US,Alcohol,2016,2016,1.97986995217392e-06
10.8,GA,Alcohol,2016,2016,1.5037481758699213e-05
14.5,OH,Alcohol,2016,2016,1.2576225914673463e-05
9.9,MT,Alcohol,2016,2016,8.176633115215452e-05
1253.0,NC,Alcohol,2016,2016,0.0003602410368464998
6.0,MD,Alcohol,2016,2016,3.261433793263626e-06
36.0,IA,Alcohol,2016,2016,3.6875625746078416e-05
31.0,FL,Alcohol,2016,2016,4.038425493509828e-06
10.6,DC,Alcohol,2016,2016,6.901263621369072e-05
6.2,GA,Alcohol,2016,2016,8.63262841703103e-06
10.9,NV,Alcohol,2016,2016,1.1893458442914095e-05
6.9,IA,Alcohol,2016,2016,7.0678282679983635e-06
614.0,KY,Alcohol,2016,2016,0.000275315313718863
28.0,MN,Alcohol,2016,2016,2.3427481156628464e-05
15.3,OR,Alcohol,2016,2016,2.0740480146724393e-05
383.0,MS,Alcohol,2016,2016,0.00044681061971548006
337.0,LA,Alcohol,2016,2016,0.0007797174979388388
3226.0,FL,Alcohol,2016,2016,0.0004202567949052485
13.5,AK,Alcohol,2016,2016,0.00017728726841029788
8.3,CA,Alcohol,2016,2016,3.85658587520405e-06
9.6,AR,Alcohol,2016,2016,8.852699218422851e-06
9.6,KS,Alcohol,2016,2016,3.674763241894506e-05
8.1,LA,Alcohol,2016,2016,1.8740984371823722e-05
35.0,NY,Alcohol,2016,2016,6.126890131820164e-06
11.4,NM,Alcohol,2016,2016,6.100726853440954e-05
4.2,NY,Alcohol,2016,2016,7.352268158184197e-07
63.2,CT,Alcohol,2016,2016,0.0002024735929743201
7.7,MD,Alcohol,2016,2016,4.185506701354987e-06
29.6,CA,Alcohol,2016,2016,1.3753607458559024e-05
10.2,MI,Alcohol,2016,2016,3.621720085960887e-06
65.9,CO,Alcohol,2016,2016,8.540704733075827e-05
376.0,MN,Alcohol,2016,2016,0.00031459760410329653
61.3,WA,Alcohol,2016,2016,5.189135480801887e-05
110.0,KS,Alcohol,2016,2016,0.0004210666214670788
10.3,NE,Alcohol,2016,2016,2.4386323496324495e-05
11.6,ID,Alcohol,2016,2016,8.720402034590075e-05
5.4,CT,Alcohol,2016,2016,1.729995889337545e-05
31.7,PA,Alcohol,2016,2016,2.5547934489389995e-05
12.7,IL,Alcohol,2016,2016,1.239906223646806e-05
16.0,NV,Alcohol,2016,2016,1.7458287622626194e-05
114.0,ME,Alcohol,2016,2016,0.000393367940740569
14.9,AK,Alcohol,2016,2016,0.00019567261476395841
8.2,LA,Alcohol,2016,2016,1.897235454925364e-05
13.0,IA,Alcohol,2016,2016,1.3316198186083873e-05
12.5,MI,Alcohol,2016,2016,4.438382458285401e-06
22.0,MA,Alcohol,2016,2016,1.4927967501651898e-05
11.1,NJ,Alcohol,2016,2016,4.1418494479442675e-06
12.0,AL,Alcohol,2016,2016,2.3065884720360266e-05
18.2,NE,Alcohol,2016,2016,4.309039685758309e-05
127.0,MI,Alcohol,2016,2016,4.5093965776179674e-05
572.0,OH,Alcohol,2016,2016,0.0004961104291857394
259.0,MS,Alcohol,2016,2016,0.00030215130680498524
2085.0,FL,Alcohol,2016,2016,0.0002716166823860642
25.7,NJ,Alcohol,2016,2016,9.589687460555647e-06
66.6,MA,Alcohol,2016,2016,4.519102889136438e-05
38.7,VA,Alcohol,2016,2016,6.214721119849709e-05
56.0,MO,Alcohol,2016,2016,9.30603454629351e-05
239.0,CA,Alcohol,2016,2016,0.00011105108724985157
7.5,KS,Alcohol,2016,2016,2.8709087827300827e-05
43.0,WA,Alcohol,2016,2016,3.6400134694042605e-05
78.0,ND,Alcohol,2016,2016,0.0008331227384188996
18.7,AK,Alcohol,2016,2016,0.0002455756977238941
310.0,IA,Alcohol,2016,2016,0.0003175401105912308
7.5,NC,Alcohol,2016,2016,2.15627117027035e-06
158.0,NH,Alcohol,2016,2016,0.0011543141175100538
27.4,NM,Alcohol,2016,2016,0.0001466315050739317
1031.0,IL,Alcohol,2016,2016,0.0010065695406140608
12.8,CT,Alcohol,2016,2016,4.100730996948255e-05
44.8,OK,Alcohol,2016,2016,0.00010125289839246785
6.7,MS,Alcohol,2016,2016,7.816269326615447e-06
8.6,NY,Alcohol,2016,2016,1.5054644323900972e-06
16.0,CO,Alcohol,2016,2016,2.0736157166800183e-05
40.0,US,Alcohol,2016,2016,2.4825955513152604e-06
7.6,AR,Alcohol,2016,2016,7.008386881251423e-06
16.5,CA,Alcohol,2016,2016,7.6667068603454e-06
13.8,OK,Alcohol,2016,2016,3.118950887982269e-05
10.7,AZ,Alcohol,2016,2016,5.65852900213729e-06
16.5,OR,Alcohol,2016,2016,2.236718447195768e-05
19.4,AZ,Alcohol,2016,2016,1.0259389031912468e-05
5.8,FL,Alcohol,2016,2016,7.555763826566773e-07
13.5,LA,Alcohol,2016,2016,3.1234973953039535e-05
8.6,MN,Alcohol,2016,2016,7.195583498107314e-06
12.2,DE,Alcohol,2016,2016,9.598702633057885e-05
46.8,NM,Alcohol,2016,2016,0.0002504508918781023
13.6,MT,Alcohol,2016,2016,0.00011232546501710114
5.0,NJ,Alcohol,2016,2016,1.865697949524445e-06
12.0,CT,Alcohol,2016,2016,3.844435309638989e-05
8.7,NV,Alcohol,2016,2016,9.492943894802991e-06
9.0,GA,Alcohol,2016,2016,1.253123479891601e-05
14.2,OK,Alcohol,2016,2016,3.209355261546972e-05
7.3,KY,Alcohol,2016,2016,3.27329281783013e-06
7.3,ID,Alcohol,2016,2016,5.4878392114230644e-05
7.3,NE,Alcohol,2016,2016,1.7283510827492116e-05
7.7,IN,Alcohol,2016,2016,1.1974765033337747e-05
327.0,MD,Alcohol,2016,2016,0.0001777481417328676
46.0,DE,Alcohol,2016,2016,0.0003619182960005432
71.6,NY,Alcohol,2016,2016,1.253386666966639e-05
19.3,KY,Alcohol,2016,2016,8.654048134811167e-06
7.6,IL,Alcohol,2016,2016,7.419911259618682e-06
17.2,MI,Alcohol,2016,2016,6.1072142626007115e-06
5287.0,CA,Alcohol,2016,2016,0.0024565987376149174
8.9,OH,Alcohol,2016,2016,7.719200733834057e-06
43.5,HI,Alcohol,2016,2016,0.00036340011179357
480.0,AL,Alcohol,2016,2016,0.0009226353888144107
41.4,LA,Alcohol,2016,2016,9.578725345598791e-05
30.0,IN,Alcohol,2016,2016,4.6654928701315893e-05
1030.0,MI,Alcohol,2016,2016,0.00036572271456271707
13.4,MA,Alcohol,2016,2016,9.092489296460701e-06
269.0,NV,Alcohol,2016,2016,0.00029351746065540285
8.4,FL,Alcohol,2016,2016,1.09428303695105e-06
151.0,IL,Alcohol,2016,2016,0.00014742192107926593
454.0,NC,Alcohol,2016,2016,0.00013052628150703185
44.3,WV,Alcohol,2016,2016,6.805600465349447e-05
751.0,CO,Alcohol,2016,2016,0.0009733033770166836
